year,university,school,degree,Key
2021,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,988
2021,Nanyang Technological University,College of Business (Nanyang Business School),Business,989
2021,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Business and Computer Engineering/Computing,990
2021,Nanyang Technological University,College of Engineering,Aerospace Engineering,991
2021,Nanyang Technological University,College of Engineering,Bioengineering,992
2021,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,993
2021,Nanyang Technological University,College of Engineering,Civil Engineering,994
2021,Nanyang Technological University,College of Engineering,Computer Engineering,995
2021,Nanyang Technological University,College of Engineering,Computer Science,996
2021,Nanyang Technological University,College of Engineering,Double Degree in Engineering and Economics ^,997
2021,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,998
2021,Nanyang Technological University,College of Engineering,Environmental Engineering,999
2021,Nanyang Technological University,College of Engineering,Information Engineering and Media,1000
2021,Nanyang Technological University,College of Engineering,Maritime Studies,1001
2021,Nanyang Technological University,College of Engineering,Materials Engineering,1002
2021,Nanyang Technological University,College of Engineering,Mechanical Engineering,1003
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design and Media",1004
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,1005
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,1006
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,1007
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,1008
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,1009
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Inter-Disciplinary Double Major ^,1010
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,1011
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy,1012
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,1013
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,1014
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,1015
2021,Nanyang Technological University,College of Science,Biological Sciences / Biomedical Sciences,1016
2021,Nanyang Technological University,College of Science,Biomedical Sciences and Chinese Medicine # ^,1017
2021,Nanyang Technological University,College of Science,Chemistry and Biological Chemistry,1018
2021,Nanyang Technological University,College of Science,Environmental Earth Systems Sciences ^,1019
2021,Nanyang Technological University,College of Science,Mathematical Sciences / Mathematical Sciences and Economics,1020
2021,Nanyang Technological University,College of Science,Physics and Applied Physics,1021
2021,Nanyang Technological University,Sports Science and Management,Sports Science and Management,1022
2021,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),1023
2021,Nanyang Technological University,National Institute of Education (NIE),Science (with Education) ^,1024
2021,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,1025
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,1026
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),1027
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,1028
2021,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,1029
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),1030
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),1031
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),1032
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),1033
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,1034
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),1035
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),1036
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),1037
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),1038
2021,National University of Singapore,Faculty of Law,Bachelor of Laws #,1039
2021,National University of Singapore,Faculty of Science,Bachelor of Science,1040
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),1041
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) ^,1042
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,1043
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Data Science and Analytics),1044
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration,1045
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),1046
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,1047
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),1048
2021,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),1049
2021,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) ^,1050
2021,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),1051
2021,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),1052
2021,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture),1053
2021,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),1054
2021,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),1055
2021,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),1056
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery # **,1057
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),1058
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),1059
2021,National University of Singapore,YST Conservatory of Music,Bachelor of Music ^,1060
2021,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,1061
2021,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours,1062
2021,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),1063
